,GMIS.Region,GMIS.Division,Position,Total.Filled,Total.Unfilled,Total.Authorized,Filling.Up.Rate
9864,Region VIII - Eastern Visayas,Division of Tacloban City,Master Teacher III,8,0,8,100
9865,Region VIII - Eastern Visayas,Division of Tacloban City,Medical Officer III,1,0,1,100
9866,Region VIII - Eastern Visayas,Division of Tacloban City,Nurse II,8,0,8,100
9867,Region VIII - Eastern Visayas,Division of Tacloban City,Planning Officer III,1,0,1,100
9868,Region VIII - Eastern Visayas,Division of Tacloban City,Project Development Officer I,8,0,8,100
9869,Region VIII - Eastern Visayas,Division of Tacloban City,Project Development Officer II,2,0,2,100
9870,Region VIII - Eastern Visayas,Division of Tacloban City,Public Schools District Supervisor,10,0,10,100
9871,Region VIII - Eastern Visayas,Division of Tacloban City,Registrar I,2,0,2,100
9872,Region VIII - Eastern Visayas,Division of Tacloban City,School Librarian II,2,0,2,100
9873,Region VIII - Eastern Visayas,Division of Tacloban City,School Principal I,9,4,13,69.23
9874,Region VIII - Eastern Visayas,Division of Tacloban City,School Principal II,17,1,18,94.44
9875,Region VIII - Eastern Visayas,Division of Tacloban City,School Principal III,10,0,10,100
9876,Region VIII - Eastern Visayas,Division of Tacloban City,School Principal IV,17,0,17,100
9877,Region VIII - Eastern Visayas,Division of Tacloban City,Security Guard I,3,1,4,75
9878,Region VIII - Eastern Visayas,Division of Tacloban City,Security Guard II,1,0,1,100
9879,Region VIII - Eastern Visayas,Division of Tacloban City,Senior Bookkeeper,5,0,5,100
9880,Region VIII - Eastern Visayas,Division of Tacloban City,Senior Education Program Specialist,4,0,4,100
9881,Region VIII - Eastern Visayas,Division of Tacloban City,Special Education Teacher I,10,0,10,100
9882,Region VIII - Eastern Visayas,Division of Tacloban City,Special Education Teacher III,9,1,10,90
9883,Region VIII - Eastern Visayas,Division of Tacloban City,Special Science Teacher I,42,0,42,100
9884,Region VIII - Eastern Visayas,Division of Tacloban City,Teacher I,351,33,384,91.41
9885,Region VIII - Eastern Visayas,Division of Tacloban City,Teacher II,383,11,394,97.21
9886,Region VIII - Eastern Visayas,Division of Tacloban City,Teacher III,1167,18,1185,98.48
9887,Region VIII - Eastern Visayas,Division of Tacloban City,Watchman I,2,0,2,100
8191,Region VI - Western Visayas,Regional Office - VI,Education Program Specialist I,1,0,1,100
8192,Region VI - Western Visayas,Regional Office - VI,Education Program Specialist II,4,1,5,80
8193,Region VI - Western Visayas,Regional Office - VI,Education Program Supervisor,21,4,25,84
8194,Region VI - Western Visayas,Regional Office - VI,Engineer III,1,0,1,100
8195,Region VI - Western Visayas,Regional Office - VI,Information Technology Officer I,1,0,1,100
8196,Region VI - Western Visayas,Regional Office - VI,Legal Assistant II,1,0,1,100
8197,Region VI - Western Visayas,Regional Office - VI,Librarian II,1,0,1,100
8198,Region VI - Western Visayas,Regional Office - VI,Medical Officer IV,1,0,1,100
8199,Region VI - Western Visayas,Regional Office - VI,Nutritionist-Dietitian II,1,0,1,100
8200,Region VI - Western Visayas,Regional Office - VI,Planning Officer III,2,0,2,100
8201,Region VI - Western Visayas,Regional Office - VI,Project Development Officer I,1,0,1,100
8202,Region VI - Western Visayas,Regional Office - VI,Project Development Officer II,2,1,3,66.67
8203,Region VI - Western Visayas,Regional Office - VI,Project Development Officer IV,1,0,1,100
8204,Region VI - Western Visayas,Regional Office - VI,Security Guard I,1,4,5,20
8205,Region VI - Western Visayas,Regional Office - VI,Senior Administrative Assistant I,1,0,1,100
8206,Region VI - Western Visayas,Regional Office - VI,Senior Education Program Specialist,1,2,3,33.33
8207,Region VI - Western Visayas,Regional Office - VI,Special Investigator III,1,0,1,100
8208,Region VI - Western Visayas,Regional Office - VI,Statistician I,1,0,1,100
8209,Region VI - Western Visayas,Regional Office - VI,Supervising Administrative Officer ,2,0,2,100
8210,Region VI - Western Visayas,Regional Office - VI,Teacher Credentials Evaluator II,1,0,1,100
8211,Region VI - Western Visayas,Regional Office - VI,Teaching-Aids Specialist,1,0,1,100
13357,Region VI - Western Visayas,Regional Office - VI,Administrative Assistant VI,0,1,1,0
13358,Region VI - Western Visayas,Regional Office - VI,Director III,0,1,1,0
1537,Region VII - Central Visayas,Regional Office - VII,Teacher I,112,0,112,100
9109,Region VII - Central Visayas,Regional Office - VII,Accountant I,2,1,3,66.67
9110,Region VII - Central Visayas,Regional Office - VII,Accountant II,2,0,2,100
9111,Region VII - Central Visayas,Regional Office - VII,Accountant III,1,0,1,100
9112,Region VII - Central Visayas,Regional Office - VII,Administrative Aide I,2,0,2,100
9113,Region VII - Central Visayas,Regional Office - VII,Administrative Aide III,1,6,7,14.29
9114,Region VII - Central Visayas,Regional Office - VII,Administrative Aide IV,3,0,3,100
9115,Region VII - Central Visayas,Regional Office - VII,Administrative Aide VI,10,0,10,100
9116,Region VII - Central Visayas,Regional Office - VII,Administrative Assistant I,10,0,10,100
9117,Region VII - Central Visayas,Regional Office - VII,Administrative Assistant II,1,0,1,100
9118,Region VII - Central Visayas,Regional Office - VII,Administrative Assistant III,4,0,4,100
9119,Region VII - Central Visayas,Regional Office - VII,Administrative Assistant V,1,0,1,100
9120,Region VII - Central Visayas,Regional Office - VII,Administrative Officer I,2,0,2,100
9121,Region VII - Central Visayas,Regional Office - VII,Administrative Officer II,6,0,6,100
9122,Region VII - Central Visayas,Regional Office - VII,Administrative Officer IV,2,2,4,50
9123,Region VII - Central Visayas,Regional Office - VII,Administrative Officer V,6,0,6,100
9124,Region VII - Central Visayas,Regional Office - VII,Attorney III,1,0,1,100
9125,Region VII - Central Visayas,Regional Office - VII,Attorney IV,1,0,1,100
9126,Region VII - Central Visayas,Regional Office - VII,Chief Administrative Officer,2,0,2,100
9127,Region VII - Central Visayas,Regional Office - VII,Chief Education Supervisor,5,1,6,83.33
9128,Region VII - Central Visayas,Regional Office - VII,Computer Maintenance Technologist I,1,0,1,100
9129,Region VII - Central Visayas,Regional Office - VII,Computer Programmer II,1,0,1,100
9130,Region VII - Central Visayas,Regional Office - VII,Dentist III,1,0,1,100
9934,Region X - Northern Mindanao,Division of Bukidnon,Accountant III,1,0,1,100
9935,Region X - Northern Mindanao,Division of Bukidnon,Administrative Aide I,29,20,49,59.18
9936,Region X - Northern Mindanao,Division of Bukidnon,Administrative Aide III,17,4,21,80.95
9937,Region X - Northern Mindanao,Division of Bukidnon,Administrative Aide IV,10,10,20,50
9938,Region X - Northern Mindanao,Division of Bukidnon,Administrative Aide VI,9,1,10,90
9939,Region X - Northern Mindanao,Division of Bukidnon,Administrative Assistant I,1,0,1,100
9940,Region X - Northern Mindanao,Division of Bukidnon,Administrative Assistant II,108,25,133,81.2
9941,Region X - Northern Mindanao,Division of Bukidnon,Administrative Assistant III,90,19,109,82.57
9942,Region X - Northern Mindanao,Division of Bukidnon,Administrative Officer I,1,0,1,100
9943,Region X - Northern Mindanao,Division of Bukidnon,Administrative Officer II,480,13,493,97.36
9944,Region X - Northern Mindanao,Division of Bukidnon,Administrative Officer IV,4,0,4,100
9945,Region X - Northern Mindanao,Division of Bukidnon,Administrative Officer V,2,0,2,100
9946,Region X - Northern Mindanao,Division of Bukidnon,Assistant School Principal II,8,0,8,100
9947,Region X - Northern Mindanao,Division of Bukidnon,Assistant Schools Division Superintendent,1,1,2,50
9948,Region X - Northern Mindanao,Division of Bukidnon,Attorney III,1,0,1,100
9949,Region X - Northern Mindanao,Division of Bukidnon,Chief Education Supervisor,2,0,2,100
9950,Region X - Northern Mindanao,Division of Bukidnon,Crafts Education Demonstrator I,14,0,14,100
9951,Region X - Northern Mindanao,Division of Bukidnon,Crafts Education Demonstrator II,2,0,2,100
9952,Region X - Northern Mindanao,Division of Bukidnon,Dental Aide,3,1,4,75
9953,Region X - Northern Mindanao,Division of Bukidnon,Dentist II,7,0,7,100
9954,Region X - Northern Mindanao,Division of Bukidnon,Disbursing Officer II,2,0,2,100
9955,Region X - Northern Mindanao,Division of Bukidnon,Education Program Specialist II,7,1,8,87.5
9956,Region X - Northern Mindanao,Division of Bukidnon,Education Program Supervisor,10,7,17,58.82
9957,Region X - Northern Mindanao,Division of Bukidnon,Engineer III,1,0,1,100
9958,Region X - Northern Mindanao,Division of Bukidnon,Farm Worker I,1,0,1,100
9959,Region X - Northern Mindanao,Division of Bukidnon,Guidance Counselor I,4,16,20,20
9960,Region X - Northern Mindanao,Division of Bukidnon,Head Teacher I,177,10,187,94.65
9961,Region X - Northern Mindanao,Division of Bukidnon,Head Teacher II,46,2,48,95.83
9962,Region X - Northern Mindanao,Division of Bukidnon,Head Teacher III,25,4,29,86.21
9963,Region X - Northern Mindanao,Division of Bukidnon,Head Teacher IV,1,0,1,100
9964,Region X - Northern Mindanao,Division of Bukidnon,Information Technology Officer I,1,0,1,100
9965,Region X - Northern Mindanao,Division of Bukidnon,Legal Assistant I,1,0,1,100
9966,Region X - Northern Mindanao,Division of Bukidnon,Librarian I,1,2,3,33.33
9967,Region X - Northern Mindanao,Division of Bukidnon,Librarian II,1,0,1,100
9968,Region X - Northern Mindanao,Division of Bukidnon,Master Teacher I,480,9,489,98.16
9969,Region X - Northern Mindanao,Division of Bukidnon,Master Teacher II,92,3,95,96.84
9970,Region X - Northern Mindanao,Division of Bukidnon,Medical Officer III,1,0,1,100
9971,Region X - Northern Mindanao,Division of Bukidnon,Nurse II,44,0,44,100
9972,Region X - Northern Mindanao,Division of Bukidnon,Planning Officer III,1,0,1,100
9973,Region X - Northern Mindanao,Division of Bukidnon,Project Development Officer I,9,0,9,100
9974,Region X - Northern Mindanao,Division of Bukidnon,Project Development Officer II,2,0,2,100
9975,Region X - Northern Mindanao,Division of Bukidnon,Public Schools District Supervisor,32,1,33,96.97
9976,Region X - Northern Mindanao,Division of Bukidnon,Registrar I,11,0,11,100
9977,Region X - Northern Mindanao,Division of Bukidnon,School Farm Demonstrator,1,0,1,100
9978,Region X - Northern Mindanao,Division of Bukidnon,School Librarian I,1,0,1,100
9979,Region X - Northern Mindanao,Division of Bukidnon,School Principal I,185,3,188,98.4
9980,Region X - Northern Mindanao,Division of Bukidnon,School Principal II,57,1,58,98.28
9981,Region X - Northern Mindanao,Division of Bukidnon,School Principal III,7,1,8,87.5
9982,Region X - Northern Mindanao,Division of Bukidnon,School Principal IV,4,0,4,100
9983,Region X - Northern Mindanao,Division of Bukidnon,Schools Division Superintendent,1,0,1,100
9984,Region X - Northern Mindanao,Division of Bukidnon,Security Guard I,17,7,24,70.83
9985,Region X - Northern Mindanao,Division of Bukidnon,Senior Education Program Specialist,4,0,4,100
9986,Region X - Northern Mindanao,Division of Bukidnon,Special Education Teacher I,44,3,47,93.62
9987,Region X - Northern Mindanao,Division of Bukidnon,Special Science Teacher I,46,9,55,83.64
9988,Region X - Northern Mindanao,Division of Bukidnon,Teacher I,6776,122,6898,98.23
9989,Region X - Northern Mindanao,Division of Bukidnon,Teacher II,1355,69,1424,95.15
9990,Region X - Northern Mindanao,Division of Bukidnon,Teacher III,2240,71,2311,96.93
9991,Region X - Northern Mindanao,Division of Bukidnon,Watchman I,3,0,3,100
9992,Region X - Northern Mindanao,Division of Cagayan de Oro City,Accountant III,1,0,1,100
9993,Region X - Northern Mindanao,Division of Cagayan de Oro City,Administrative Aide I,16,8,24,66.67
9994,Region X - Northern Mindanao,Division of Cagayan de Oro City,Administrative Aide III,7,9,16,43.75
9995,Region X - Northern Mindanao,Division of Cagayan de Oro City,Administrative Aide IV,9,8,17,52.94
9996,Region X - Northern Mindanao,Division of Cagayan de Oro City,Administrative Aide VI,4,4,8,50
9997,Region X - Northern Mindanao,Division of Cagayan de Oro City,Administrative Assistant I,1,0,1,100
9998,Region X - Northern Mindanao,Division of Cagayan de Oro City,Administrative Assistant II,54,16,70,77.14
9999,Region X - Northern Mindanao,Division of Cagayan de Oro City,Administrative Assistant III,44,10,54,81.48
10000,Region X - Northern Mindanao,Division of Cagayan de Oro City,Administrative Officer II,87,1,88,98.86
10001,Region X - Northern Mindanao,Division of Cagayan de Oro City,Administrative Officer III,1,1,2,50
10002,Region X - Northern Mindanao,Division of Cagayan de Oro City,Administrative Officer IV,4,0,4,100
10003,Region X - Northern Mindanao,Division of Cagayan de Oro City,Administrative Officer V,2,0,2,100
10004,Region X - Northern Mindanao,Division of Cagayan de Oro City,Assistant School Principal II,1,2,3,33.33
10005,Region X - Northern Mindanao,Division of Cagayan de Oro City,Assistant Schools Division Superintendent,1,0,1,100
10006,Region X - Northern Mindanao,Division of Cagayan de Oro City,Attorney III,1,0,1,100
10007,Region X - Northern Mindanao,Division of Cagayan de Oro City,Chief Education Supervisor,2,0,2,100
10008,Region X - Northern Mindanao,Division of Cagayan de Oro City,Dental Aide,1,0,1,100
10009,Region X - Northern Mindanao,Division of Cagayan de Oro City,Dentist II,2,0,2,100
10010,Region X - Northern Mindanao,Division of Cagayan de Oro City,Disbursing Officer II,1,1,2,50
10011,Region X - Northern Mindanao,Division of Cagayan de Oro City,Education Program Specialist II,5,0,5,100
10012,Region X - Northern Mindanao,Division of Cagayan de Oro City,Education Program Supervisor,10,3,13,76.92
10013,Region X - Northern Mindanao,Division of Cagayan de Oro City,Engineer III,1,0,1,100
10014,Region X - Northern Mindanao,Division of Cagayan de Oro City,Guidance Counselor I,4,8,12,33.33
10015,Region X - Northern Mindanao,Division of Cagayan de Oro City,Guidance Counselor II,1,20,21,4.76
10016,Region X - Northern Mindanao,Division of Cagayan de Oro City,Head Teacher I,8,4,12,66.67
10017,Region X - Northern Mindanao,Division of Cagayan de Oro City,Head Teacher II,3,2,5,60
10018,Region X - Northern Mindanao,Division of Cagayan de Oro City,Head Teacher III,23,1,24,95.83
10019,Region X - Northern Mindanao,Division of Cagayan de Oro City,Head Teacher V,1,0,1,100
10020,Region X - Northern Mindanao,Division of Cagayan de Oro City,Information Technology Officer I,1,0,1,100
10021,Region X - Northern Mindanao,Division of Cagayan de Oro City,Librarian I,1,1,2,50
10022,Region X - Northern Mindanao,Division of Cagayan de Oro City,Librarian II,1,0,1,100
10023,Region X - Northern Mindanao,Division of Cagayan de Oro City,Master Teacher I,185,9,194,95.36
10024,Region X - Northern Mindanao,Division of Cagayan de Oro City,Master Teacher II,65,9,74,87.84
10025,Region X - Northern Mindanao,Division of Cagayan de Oro City,Medical Officer III,1,0,1,100
10026,Region X - Northern Mindanao,Division of Cagayan de Oro City,Nurse II,21,2,23,91.3
10027,Region X - Northern Mindanao,Division of Cagayan de Oro City,Planning Officer III,1,0,1,100
10028,Region X - Northern Mindanao,Division of Cagayan de Oro City,Project Development Officer I,7,3,10,70
10029,Region X - Northern Mindanao,Division of Cagayan de Oro City,Project Development Officer II,2,0,2,100
10030,Region X - Northern Mindanao,Division of Cagayan de Oro City,Public Schools District Supervisor,10,0,10,100
10031,Region X - Northern Mindanao,Division of Cagayan de Oro City,Registrar I,7,0,7,100
10032,Region X - Northern Mindanao,Division of Cagayan de Oro City,School Principal I,57,2,59,96.61
10033,Region X - Northern Mindanao,Division of Cagayan de Oro City,School Principal II,14,2,16,87.5
